href,menu
/ho-chi-minh/banh-trang-tron-kim-ngan-banh-trang-tron-86-da-tuong.9zo5wm,3 Trứng Cút
/ho-chi-minh/banh-trang-tron-kim-ngan-banh-trang-tron-86-da-tuong.9zo5wm,1 Trứng gà
/ho-chi-minh/banh-trang-tron-kim-ngan-banh-trang-tron-86-da-tuong.9zo5wm,Xoài bào
/ho-chi-minh/banh-trang-tron-kim-ngan-banh-trang-tron-86-da-tuong.9zo5wm,Xoài - rau răm
/ho-chi-minh/banh-trang-tron-kim-ngan-banh-trang-tron-86-da-tuong.9zo5wm,Bơ Trắng
/ho-chi-minh/banh-trang-tron-kim-ngan-banh-trang-tron-86-da-tuong.9zo5wm,Nước Sốt Bò
/ho-chi-minh/banh-trang-tron-kim-ngan-banh-trang-tron-86-da-tuong.9zo5wm,Nước Sốt Me
/ho-chi-minh/banh-trang-tron-kim-ngan-banh-trang-tron-86-da-tuong.9zo5wm,Nước Sốt Bò
/ho-chi-minh/banh-trang-tron-kim-ngan-banh-trang-tron-86-da-tuong.9zo5wm,Nước Sốt Me
/ho-chi-minh/banh-trang-tron-kim-ngan-banh-trang-tron-86-da-tuong.9zo5wm,Hành Phi
/ho-chi-minh/banh-trang-tron-kim-ngan-banh-trang-tron-86-da-tuong.9zo5wm,Rau răm
/ho-chi-minh/banh-trang-tron-kim-ngan-banh-trang-tron-86-da-tuong.9zo5wm,Bánh Tráng dẻo
/ho-chi-minh/banh-trang-tron-kim-ngan-banh-trang-tron-86-da-tuong.9zo5wm,Đậu phộng - Hành Phi
/ho-chi-minh/banh-trang-tron-kim-ngan-banh-trang-tron-86-da-tuong.9zo5wm,Đậu phộng
/ho-chi-minh/banh-trang-tron-kim-ngan-banh-trang-tron-86-da-tuong.9zo5wm,Nước Mía (Ly 1L)
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,01 Khoai tây chiên + 01 Sủi cảo Sơn Ca (2 cái) + 01 Coca-Cola
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,01 Phá lấu bánh mì + Phần bánh bao chiên (2 cái) + 1 Coca-Cola
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,01 Coca-Cola chai
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Combo Lẩu Hải Sản
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Combo Lẩu Phá Lấu
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Súp Cua
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Phá lấu sapo
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Gà Lắc Mắm Sơn Ca
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Lẩu phá lấu
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Mì phá lấu xào
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Phá lấu xào me
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,PHÁ LẤU
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Mì phá lấu
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Cá viên (xiên)
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Trứng cút (xiên)
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Hải sản sốt mayonnaise (xiên)
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Phô mai que (thanh)
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Tàu hủ cá (xiên)
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Cá vị sò điệp
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Thanh cua cao cấp (thanh)
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Há cảo (xiên)
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Cua Hoàng Đế
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Tàu hủ ky cuộn chả cá (xiên)
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Sủi cảo tôm thịt (xiên)
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Ốc nhồi (xiên)
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Chả Giò
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Khoai tây (sốt phô mai)
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Set Viên Cá Trứng
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Cá Cốm Lòng Đào
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Dồi sụn chiên
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Trà chanh
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Đá me
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Sting
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Coca
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,7up
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Đá me
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Sting
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Coca
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,7up
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Nước suối
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Bánh Plan
/ho-chi-minh/an-vat-son-ca-ca-vien-chien-dien-bien-phu,Dừa Tắc
/ho-chi-minh/ba-be-ca-ri-ga-vit,Cà ri
/ho-chi-minh/ba-be-ca-ri-ga-vit,Bánh mì thêm
/ho-chi-minh/ba-be-ca-ri-ga-vit,Cà ri góc tư đùi
/ho-chi-minh/ba-be-ca-ri-ga-vit,Cà ri trứng non
/ho-chi-minh/ba-be-ca-ri-ga-vit,Cà ri góc tư cánh
/ho-chi-minh/ba-be-ca-ri-ga-vit,Cà ri
/ho-chi-minh/ba-be-ca-ri-ga-vit,Bánh mì thêm
/ho-chi-minh/ba-be-ca-ri-ga-vit,Cà ri góc tư đùi
/ho-chi-minh/ba-be-ca-ri-ga-vit,Cà ri trứng non
/ho-chi-minh/ba-be-ca-ri-ga-vit,Cà ri góc tư cánh
/ho-chi-minh/rom-chan-ga-rut-xuong-ngam-sa-tac,Chân gà ngâm sả tắc - nhỏ
/ho-chi-minh/rom-chan-ga-rut-xuong-ngam-sa-tac,Chân gà sốt Thái- hộp nhỏ
/ho-chi-minh/rom-chan-ga-rut-xuong-ngam-sa-tac,Chân gà ngâm sả tắc- lớn
/ho-chi-minh/rom-chan-ga-rut-xuong-ngam-sa-tac,Chân gà sốt Thái-lớn
/ho-chi-minh/rom-chan-ga-rut-xuong-ngam-sa-tac,Chân gà rút xương ngâm sả tắc - hộp nhỏ
/ho-chi-minh/rom-chan-ga-rut-xuong-ngam-sa-tac,Chân gà rút xương ngâm sả tắc - hộp lớn
/ho-chi-minh/rom-chan-ga-rut-xuong-ngam-sa-tac,Chân gà rút xương sốt Thái- hộp nhỏ
/ho-chi-minh/rom-chan-ga-rut-xuong-ngam-sa-tac,Nước chấm chân gà thêm
/ho-chi-minh/rom-chan-ga-rut-xuong-ngam-sa-tac,Chân gà rút xương sốt Thái- Hộp lớn
/ho-chi-minh/rom-chan-ga-rut-xuong-ngam-sa-tac,Chân gà rút xương ngâm sả tắc - hộp nhỏ
/ho-chi-minh/rom-chan-ga-rut-xuong-ngam-sa-tac,Chân gà rút xương ngâm sả tắc - hộp lớn
/ho-chi-minh/rom-chan-ga-rut-xuong-ngam-sa-tac,Chân gà rút xương sốt Thái- hộp nhỏ
/ho-chi-minh/rom-chan-ga-rut-xuong-ngam-sa-tac,Nước chấm chân gà thêm
/ho-chi-minh/rom-chan-ga-rut-xuong-ngam-sa-tac,Chân gà rút xương sốt Thái- Hộp lớn
/ho-chi-minh/com-tron-2-co,Mì trộn cay
/ho-chi-minh/com-tron-2-co,Mì ý bò bằm
/ho-chi-minh/com-tron-2-co,Nui bò bằm
/ho-chi-minh/com-tron-2-co,Mì kim chi ba chỉ Heo
/ho-chi-minh/com-tron-2-co,Nui gà lúc lắc
/ho-chi-minh/com-tron-2-co,Mì kim chi Hải Sản
/ho-chi-minh/com-tron-2-co,Lẩu tokbokki
/ho-chi-minh/com-tron-2-co,Lẩu kim chi sụn bò
/ho-chi-minh/com-tron-2-co,Miến trộn Xì Dầu (ko cay)
/ho-chi-minh/com-tron-2-co,Mì Xào Bò
/ho-chi-minh/com-tron-2-co,Nui Xào Bò
/ho-chi-minh/com-tron-2-co,Cơm thêm
/ho-chi-minh/com-tron-2-co,Trứng luộc
/ho-chi-minh/com-tron-2-co,Phô mai lát
/ho-chi-minh/com-tron-2-co,Ốp la
/ho-chi-minh/com-tron-2-co,Mayo thêm
/ho-chi-minh/com-tron-2-co,Gà viên mật ong (cay)
/ho-chi-minh/com-tron-2-co,Canh kim chi (cay)
/ho-chi-minh/com-tron-2-co,Gà viên mayonaise
/ho-chi-minh/com-tron-2-co,Trà Đào
/ho-chi-minh/com-tron-2-co,Trà sữa thái đỏ
/ho-chi-minh/com-tron-2-co,Trà bí đao hạt chia
/ho-chi-minh/com-tron-2-co,Trà chanh Thái
/ho-chi-minh/com-tron-2-co,Trà sữa thái xanh
/ho-chi-minh/com-tron-2-co,Trà Dâu
/ho-chi-minh/com-tron-2-co,Hồng trà tắc
/ho-chi-minh/com-tron-2-co,Lipton Chanh
/ho-chi-minh/com-tron-2-co,Coca
/ho-chi-minh/com-tron-2-co,Sting
/ho-chi-minh/com-tron-2-co,Trà Vải
/ho-chi-minh/com-tron-2-co,Soda deepblue
/ho-chi-minh/com-tron-2-co,Soda việt quất
/ho-chi-minh/com-tron-2-co,Pepsi
/ho-chi-minh/com-tron-2-co,Hồng trà tắc lớn
/ho-chi-minh/com-tron-2-co,Trà Vải -Ly Lớn 
/ho-chi-minh/com-tron-2-co,7up
/ho-chi-minh/com-tron-2-co,Nước suối
/ho-chi-minh/com-tron-2-co,Trà Đào -Ly Lớn
/ho-chi-minh/com-tron-2-co,Nước suối
/ho-chi-minh/com-tron-2-co,Trà Đào -Ly Lớn
/ho-chi-minh/com-tron-2-co,Trà chanh Thái- Ly Lớn
/ho-chi-minh/com-tron-2-co,Lipton Đào
/ho-chi-minh/com-tron-2-co,Soda bạc hà
/ho-chi-minh/com-tron-2-co,Trà Dâu Lớn
/ho-chi-minh/com-tron-2-co,soda Dâu
/ho-chi-minh/com-tron-2-co,Soda vải
/ho-chi-minh/com-tron-2-co,Soda đào
/ho-chi-minh/di-lan-cacao-dua,Sữa lắc việt quất
/ho-chi-minh/di-lan-cacao-dua,Chanh dây
/ho-chi-minh/di-lan-cacao-dua,Cappucchino
/ho-chi-minh/di-lan-cacao-dua,Sinh tố dâu
/ho-chi-minh/di-lan-cacao-dua,Sinh tố mãng cầu
/ho-chi-minh/di-lan-cacao-dua,Soda nhiệt đới
/ho-chi-minh/di-lan-cacao-dua,Sinh tố sầu riêng
/ho-chi-minh/di-lan-cacao-dua,Cafe sữa
/ho-chi-minh/di-lan-cacao-dua,Xí muội
/ho-chi-minh/di-lan-cacao-dua,Yaourt dâu
/ho-chi-minh/di-lan-cacao-dua,Bông cúc sữa
/ho-chi-minh/di-lan-cacao-dua,Cookies Dừa
/ho-chi-minh/di-lan-cacao-dua,Mứt dâu sữa
/ho-chi-minh/di-lan-cacao-dua,Me sữa
/ho-chi-minh/di-lan-cacao-dua,Sinh tố yoghurt
/ho-chi-minh/di-lan-cacao-dua,Sữa tươi
/ho-chi-minh/di-lan-cacao-dua,Cafe
/ho-chi-minh/di-lan-cacao-dua,Mứt dâu
/ho-chi-minh/di-lan-cacao-dua,Cookies Yaua
/ho-chi-minh/di-lan-cacao-dua,Cá viên
/ho-chi-minh/di-lan-cacao-dua,Bò viên
/ho-chi-minh/di-lan-cacao-dua,Phô mai que
/ho-chi-minh/di-lan-cacao-dua,Trứng cút
/ho-chi-minh/di-lan-cacao-dua,Xúc xích
/ho-chi-minh/di-lan-cacao-dua,Đậu bắp
/ho-chi-minh/di-lan-cacao-dua,Tôm viên
/ho-chi-minh/di-lan-cacao-dua,Cua hoàng đế
/ho-chi-minh/di-lan-cacao-dua,Hồ lô
/ho-chi-minh/di-lan-cacao-dua,Chả cá trứng cút
/ho-chi-minh/di-lan-cacao-dua,Cốm cam
/ho-chi-minh/di-lan-cacao-dua,Đậu hủ
/ho-chi-minh/di-lan-cacao-dua,Cốm xanh
/ho-chi-minh/di-lan-cacao-dua,Chả giò
/ho-chi-minh/di-lan-cacao-dua,Ớt dồn chả
/ho-chi-minh/ca-vien-chien-luong-huu-khanh,Cá Viên
/ho-chi-minh/ca-vien-chien-luong-huu-khanh,Hoành Thánh
/ho-chi-minh/ca-vien-chien-luong-huu-khanh,Chả Cá Trứng Cút
/ho-chi-minh/ca-vien-chien-luong-huu-khanh,Chả Cá Cốm
/ho-chi-minh/ca-vien-chien-luong-huu-khanh,Chả Cá Bọc Đậu Đũa
/ho-chi-minh/ca-vien-chien-luong-huu-khanh,Bò Viên
/ho-chi-minh/ca-vien-chien-luong-huu-khanh,Đậu Bắp Nhồi Chả Cá
/ho-chi-minh/ca-vien-chien-luong-huu-khanh,Trứng Bách Thảo Cá
/ho-chi-minh/ca-vien-chien-luong-huu-khanh,Đậu Hũ Hải Sản
/ho-chi-minh/ca-vien-chien-luong-huu-khanh,Trứng Cút Chiên
/ho-chi-minh/ca-vien-chien-luong-huu-khanh,Chả Cá Bọc Bắp Non
/ho-chi-minh/ca-vien-chien-luong-huu-khanh,Hải Sản Mayonnaise
/ho-chi-minh/ca-vien-chien-luong-huu-khanh,Cá Cuốn Tàu Hũ Ki
/ho-chi-minh/ca-vien-chien-luong-huu-khanh,Hồ Lô Chiên
/ho-chi-minh/ca-vien-chien-luong-huu-khanh,Súc Xích Xông Khói
/ho-chi-minh/ca-vien-chien-luong-huu-khanh,Tôm Viên
/ho-chi-minh/ca-vien-chien-luong-huu-khanh,Đậu Hũ Chả Cá
/ho-chi-minh/ca-vien-chien-luong-huu-khanh,Chạo Sả Tôm Thịt
/ho-chi-minh/ca-vien-chien-luong-huu-khanh,Chạo Sả Tôm Thịt
/ho-chi-minh/ca-vien-chien-luong-huu-khanh,Chả Cá Chiên Gìòn
/ho-chi-minh/ca-vien-chien-luong-huu-khanh,Tôm Hùm viên Surimi
/ho-chi-minh/ca-vien-chien-luong-huu-khanh,Chả Cá Sao
/ho-chi-minh/ca-vien-chien-luong-huu-khanh,Chả Giò
/ho-chi-minh/ca-vien-chien-luong-huu-khanh,Cua Hoàng Đế Viên
/ho-chi-minh/ca-vien-chien-luong-huu-khanh,Há cảo mini chiên
/ho-chi-minh/ca-vien-chien-luong-huu-khanh,Thập cẩm lớn
/ho-chi-minh/ca-vien-chien-luong-huu-khanh,Thập cẩm nhỏ
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà sữa bánh plan (M)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà sữa Bòn Bon (M)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà sữa Bòn Bon (L)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà sữa trân châu (M)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà sữa thạch phô mai (M)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà sữa thạch phô mai (L)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà sữa phô mai tươi (M)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà sữa trân châu (L)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà sữa củ năng (M)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà sữa phô mai tươi (L)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà sữa socola Bòn Bon (M)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà sữa (M)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà sữa bạc hà socola Bòn Bon (M)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà sữa bánh plan (L)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà sữa (1 lít)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà sữa Bòn Bon (1 lít)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà sữa củ năng (L)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà sữa socola Bòn Bon (L)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Thêm thạch phô mai (1 viên)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Bánh Plan 
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trân châu thêm
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Củ năng
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Phô mai tươi
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Thạch trái cây
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Thạch hạt é
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Khúc bạch 
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Cơm dừa
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Sương sáo
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trân châu trắng
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Thêm si rô ( mỗi loại )
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Kem phô mai
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Soda siro (L)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Soda siro thạch trái cây (M)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Soda siro thạch phô mai (M)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Soda tắc Bòn Bon (M)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Soda siro thạch trái cây (L)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Soda siro (M)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Sữa tươi đường đen Hàn Quốc (L)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Sữa tươi mix vị 2 (M)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Sữa tươi đường đen HQ Bòn Bon (M)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Sữa tươi mix vị 2 (L)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Sữa tươi (M)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Sữa tươi thạch phô mai (L)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Sữa tươi trân châu (L)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Sữa tươi thạch phô mai (M)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Sữa tươi đường đen HQ Bòn Bon (L)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Sữa tươi (L)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Sữa tươi mix vị 1 (L)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Sữa tươi mix vị 1 (M)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Bobo bạch quả đậu hủ ky hạt sen
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà xanh sữa Bòn Bon (M)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà xanh sữa Bòn Bon (L)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà xanh sữa bánh plan (L)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà xanh sữa bạc hà socola Bòn Bon (L)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà xanh sữa trân châu (M)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà xanh sữa củ năng (M)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà xanh sữa bạc hà socola (M)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà xanh sữa socola Bòn Bon (L)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà xanh sữa  (M)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà xanh sữa phô mai tươi (M)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà xanh sữa phô mai tươi (L)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà xanh sữa bạc hà socola (L)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà xanh sữa socola (M)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Trà xanh sữa socola (L)
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Plan truyền thống
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Crepe sầu riêng
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Chanh sả đường phèn lớn
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Chanh sả Củ Năng
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Flan rau câu sơn thuỷ
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Panna cotta trái cây
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Flan gato 
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Flan khúc bạch
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Rau câu dừa
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Sữa chua dầm kem phô mai
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Sữa chua dầm kem phô mai
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Cà phê muối
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Sét B chè Thái và bánh crepe sầu riêng
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Thạch  cam tươi hạt é
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Sữa chua cà phê trân châu trắng thạch trái cây
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Sét A Chè Thái và bánh sầu riêng chiên ngàn lớp
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Cacao dầm muối sầu riêng flan
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Cà phê muối mè
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Cà phê muối sầu riêng
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Đen muối Sầu riêng
/ho-chi-minh/tra-sua-bon-bon-minh-phung,Chè Thái
/ho-chi-minh/banh-trang-tron-long,Bánh tráng cuộn trứng
/ho-chi-minh/banh-trang-tron-long,Combo muối bơ hành phi
/ho-chi-minh/banh-trang-tron-long,Combo bơ muối ớt rim
/ho-chi-minh/banh-trang-tron-long,Combo muối hành phi ớt rim
/ho-chi-minh/banh-trang-tron-long,Combo muối hành phi tóp mỡ
/ho-chi-minh/banh-trang-tron-long,Bánh tráng trộn
/ho-chi-minh/banh-trang-tron-long,Bánh tráng cuốn
/ho-chi-minh/banh-trang-tron-long,Bánh tráng trộn 35k
/ho-chi-minh/banh-trang-tron-long,Bánh tráng trộn hộp
/ho-chi-minh/banh-trang-tron-long,Gỏi xoài ngũ vị 35k
/ho-chi-minh/banh-trang-tron-long,"Trộn size nhỏ ,để qua ngày"
/ho-chi-minh/banh-trang-tron-long,"Trộn size lớn ,để qua ngày"
/ho-chi-minh/banh-trang-tron-long,BÁNH TRÁNG CUỘN VIP
/ho-chi-minh/banh-trang-tron-long,Bánh tráng tỏi lắc
/ho-chi-minh/banh-trang-tron-long,Bánh tráng tôm ớt đặc biệt
/ho-chi-minh/banh-trang-tron-long,Bánh tráng tỏi đặc biệt
/ho-chi-minh/banh-trang-tron-long,Bánh Tráng dẻo tắc muối nhuyễn
/ho-chi-minh/banh-trang-tron-long,Bánh tráng bơ loại thường
/ho-chi-minh/banh-trang-tron-long,Bánh Tráng Tỏi Muối
/ho-chi-minh/banh-trang-tron-long,Bánh Tráng Dẹp Muối
/ho-chi-minh/banh-trang-tron-long,Bánh Tráng Tôm Bẹ
/ho-chi-minh/banh-trang-tron-long,Bánh Tráng chấm muối tắc
/ho-chi-minh/banh-trang-tron-long,Bánh Tráng tôm phơi sương
/ho-chi-minh/banh-trang-tron-long,Bánh tráng xì ke ướt
/ho-chi-minh/banh-trang-tron-long,Bánh tráng hành ớt rim
/ho-chi-minh/banh-trang-tron-long,Bánh tráng muối béo
/ho-chi-minh/banh-trang-tron-long,Combo Phơi Sương Sate Tỏi
/ho-chi-minh/banh-trang-tron-long,Cơm cháy chà bông loại đặc biệt
/ho-chi-minh/banh-trang-tron-long,Cơm cháy
/ho-chi-minh/banh-trang-tron-long,Cơm cháy gạo lức chà bông
/ho-chi-minh/banh-trang-tron-long,Cơm cháy đáy nồi
/ho-chi-minh/banh-trang-tron-long,Da heo mắm tỏi
/ho-chi-minh/banh-trang-tron-long,Da heo cháy tỏi
/ho-chi-minh/banh-trang-tron-long,Tóp mỡ mắm tỏi
/ho-chi-minh/banh-trang-tron-long,Khô gà lá chanh
/ho-chi-minh/banh-trang-tron-long,Muối tôm Tây ninh
/ho-chi-minh/banh-trang-tron-long,Muối xí muội
/ho-chi-minh/banh-trang-tron-long,Muối sặc
/ho-chi-minh/banh-trang-tron-long,Muối tôm Như Ý
/ho-chi-minh/banh-trang-tron-long,Muối bò
/ho-chi-minh/banh-trang-tron-long,Trứng Thêm
/ho-chi-minh/banh-trang-tron-long,100g bò đen
/ho-chi-minh/banh-trang-tron-long,Khô mực sợi
/ho-chi-minh/banh-trang-tron-long,Khô bò đỏ
/ho-chi-minh/banh-trang-tron-long,Hành phi thêm (thơm ngon)
/ho-chi-minh/banh-trang-tron-long,Đậu Phộng muối
/ho-chi-minh/banh-trang-tron-long,Chai ớt sate
/ho-chi-minh/xoi-ga-ba-chieu,Xôi gà xá xíu
/ho-chi-minh/xoi-ga-ba-chieu,Xôi xá xíu
/ho-chi-minh/xoi-ga-ba-chieu,Xôi gà
/ho-chi-minh/xoi-ga-ba-chieu,Xôi vò
/ho-chi-minh/xoi-ga-ba-chieu,Xá xíu thêm
/ho-chi-minh/xoi-ga-ba-chieu,Gà thêm
/ho-chi-minh/xoi-ga-ba-chieu,Xôi Thêm
/ho-chi-minh/xoi-ga-ba-chieu,Xôi vò
/ho-chi-minh/xoi-ga-ba-chieu,Xá xíu thêm
/ho-chi-minh/xoi-ga-ba-chieu,Gà thêm
/ho-chi-minh/xoi-ga-ba-chieu,Xôi Thêm
/ho-chi-minh/ha-cao-pha-lau-bo-marie-curie,Phá lấu xào rau muống
/ho-chi-minh/ha-cao-pha-lau-bo-marie-curie,MÌ Ý xào phá lấu
/ho-chi-minh/ha-cao-pha-lau-bo-marie-curie,Gỏi khô bò
/ho-chi-minh/ha-cao-pha-lau-bo-marie-curie,Lẩu phá lấu nhỏ
/ho-chi-minh/ha-cao-pha-lau-bo-marie-curie,Phá Lấu Bò nửa kg
/ho-chi-minh/ha-cao-pha-lau-bo-marie-curie,Mì xào bò viên
/ho-chi-minh/ha-cao-pha-lau-bo-marie-curie,Mì xào xúc xích
/ho-chi-minh/ha-cao-pha-lau-bo-marie-curie,Mì xào cá viên
/ho-chi-minh/ha-cao-pha-lau-bo-marie-curie,Phá Lấu Bò  1kg
/ho-chi-minh/ha-cao-pha-lau-bo-marie-curie,Mì xúc xích
/ho-chi-minh/ha-cao-pha-lau-bo-marie-curie,Mì phá lấu (nước)
/ho-chi-minh/ha-cao-pha-lau-bo-marie-curie,Mì phá lấu (xào)
